generation,operator,individual_id,avg_aoi,avg_dropped_ratio,fitness
0,i1,0,0.6625515771397372,0.06927710843373494,1.4048
0,i1,1,0.6632858363534115,0.10843373493975904,1.3442
0,i1,2,0.711075829492066,0.08734939759036145,1.2835
0,i1,3,0.7212265765318334,0.0858433734939759,1.2675
1,e1,0,0.6541192410336922,0.08734939759036145,1.3952
1,e1,1,0.6479692882778605,0.08283132530120482,1.4155
1,e1,2,1.6086273298296716,0.18524096385542171,0.5065
1,e1,3,0.6836286501884135,0.3855421686746988,0.8988
1,e2,0,1.179930076618654,0.12650602409638553,0.7403
1,e2,1,0.6030627082408916,0.10542168674698794,1.4834
1,e2,2,2.165940608991806,0.15512048192771083,0.3901
1,e2,3,0.652875798960936,0.0858433734939759,1.4002
1,m1,0,0.6379366803115041,0.14759036144578314,1.3362
1,m1,1,1.1023190309293582,0.1280120481927711,0.791
1,m1,2,0.6639384968975555,0.10993975903614459,1.3406
1,m1,3,0.6179657425109406,0.08734939759036145,1.4769
1,m2,0,0.604765851764812,0.07530120481927711,1.529
1,m2,1,0.6180117678649917,0.09487951807228917,1.4646
1,m2,2,0.6272579323253094,0.10542168674698796,1.4262
1,m2,3,0.6082948576633428,0.08132530120481928,1.5102
1,m3,0,0.604765851764812,0.07530120481927711,1.529
1,m3,1,0.6026720523917144,0.08584337349397592,1.5168
1,m3,2,0.604765851764812,0.07530120481927711,1.529
1,m3,3,0.604765851764812,0.07530120481927711,1.529
2,e1,0,0.7051943581030548,0.1506024096385542,1.2045
2,e1,1,1.127076223759893,0.08885542168674698,0.8084
2,e1,2,0.643305812477591,0.11144578313253012,1.3812
2,e1,3,0.643305812477591,0.11144578313253012,-1.0
2,e2,0,0.643305812477591,0.11144578313253012,-1.0
2,e2,1,0.6142861540574654,0.07981927710843373,1.498
2,e2,2,0.6146839624743212,0.11144578313253012,1.4455
2,e2,3,0.6710534657772834,0.10391566265060243,1.3353
2,m1,0,0.6226609607161206,0.09036144578313254,1.4609
2,m1,1,1.5130176717012285,0.12951807228915663,0.5753
2,m1,2,0.6645458353540137,0.09337349397590362,1.3643
2,m1,3,0.6482504925306217,0.11295180722891565,1.3684
2,m2,0,0.6191357985278334,0.1039156626506024,1.4473
2,m2,1,0.7331984560149729,0.08132530120481926,1.253
2,m2,2,0.6098149237198411,0.09939759036144578,1.4768
2,m2,3,0.893175596711985,0.09487951807228914,1.0134
2,m3,0,0.6026720523917144,0.08584337349397592,1.5168
2,m3,1,0.604765851764812,0.07530120481927711,1.529
2,m3,2,0.6032327839693656,0.0858433734939759,1.5154
2,m3,3,0.604765851764812,0.07530120481927711,1.529
3,e1,1,0.604765851764812,0.07530120481927711,-1.0
3,e1,2,0.904117280140969,0.10993975903614459,0.9845
3,e1,3,0.6140879344288697,0.1310240963855422,1.4151
3,e2,0,0.6140879344288697,0.1310240963855422,-1.0
3,e2,1,0.6406187199202267,0.09337349397590361,1.4152
3,e2,2,0.6406187199202267,0.09337349397590361,-1.0
3,e2,3,0.8788668771539087,0.10391566265060241,1.0196
3,m1,0,0.6386525938609752,0.10843373493975904,1.396
3,m1,1,0.6164992977694385,0.09487951807228916,1.4682
3,m1,2,0.890819705724964,0.8539156626506024,0.164
3,m1,3,1.091391069467349,0.0963855421686747,0.8279
3,m2,0,0.6098374262984938,0.08885542168674698,1.4941
3,m2,1,0.638932367180443,0.12951807228915663,1.3624
3,m2,2,0.6033371120862648,0.10090361445783133,1.4902
3,m2,3,0.6516737215951481,0.10090361445783133,1.3797
3,m3,0,0.6026720523917144,0.08584337349397592,1.5168
3,m3,1,0.604765851764812,0.07530120481927711,1.529
3,m3,2,0.6026720523917144,0.08584337349397592,1.5168
3,m3,3,0.604765851764812,0.07530120481927711,1.529
4,e1,0,0.611910786015338,0.09186746987951808,1.4841
4,e1,1,0.611910786015338,0.09186746987951808,-1.0
4,e1,2,0.607923490753294,0.09186746987951808,1.4938
4,e1,3,0.7160894648514631,0.17168674698795183,1.1567
4,e2,0,0.7188210964881276,0.3493975903614458,0.9051
4,e2,1,0.890180439217433,0.08885542168674698,1.0236
4,e2,2,0.6136478004065198,0.11445783132530121,1.4431
4,e2,3,0.8153814761040586,0.06325301204819277,1.1488
4,m1,0,0.6128172237684666,0.10240963855421688,1.4647
4,m1,1,1.152457468076504,0.09036144578313253,0.7893
4,m1,2,0.6105218551948083,0.09939759036144577,1.4751
4,m1,3,0.6242171130025743,0.09789156626506024,1.4452
4,m2,0,0.6130123388617762,0.08132530120481928,1.4986
4,m2,1,0.6147540390247853,0.08132530120481928,1.4944
4,m2,2,0.6125169701230332,0.10692771084337349,1.458
4,m2,3,0.6133837200579553,0.10090361445783133,1.4658
4,m3,0,0.604765851764812,0.07530120481927711,1.529
4,m3,1,0.604765851764812,0.07530120481927711,1.529
4,m3,2,0.604765851764812,0.07530120481927711,1.529
4,m3,3,0.604765851764812,0.07530120481927711,1.529
